Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Not Hispanic or Latino,Margin of Error; Total: - Not Hispanic or Latino,Estimate; Total: - Hispanic or Latino,Margin of Error; Total: - Hispanic or Latino
8600000US14564,14564,ZCTA5 14564,14999,270,14919,285,80,66
8600000US14568,14568,ZCTA5 14568,6009,365,5773,341,236,213
8600000US14569,14569,ZCTA5 14569,5998,190,5882,196,116,66
8600000US14571,14571,ZCTA5 14571,1061,285,1041,286,20,16
8600000US14572,14572,ZCTA5 14572,4964,314,4934,309,30,22
8600000US14580,14580,ZCTA5 14580,51917,541,50278,724,1639,477
8600000US14585,14585,ZCTA5 14585,83,28,83,28,0,11
8600000US14586,14586,ZCTA5 14586,11691,599,11235,642,456,199
8600000US14588,14588,ZCTA5 14588,707,150,615,140,92,46
8600000US14589,14589,ZCTA5 14589,7550,350,7026,404,524,255
8600000US14590,14590,ZCTA5 14590,5244,408,5116,380,128,126
8600000US14591,14591,ZCTA5 14591,1519,168,1517,168,2,3
8600000US14592,14592,ZCTA5 14592,207,104,207,104,0,11
8600000US14604,14604,ZCTA5 14604,1932,310,1731,289,201,108
8600000US14605,14605,ZCTA5 14605,13106,693,8558,605,4548,501
8600000US14606,14606,ZCTA5 14606,27890,938,24091,930,3799,624
8600000US14607,14607,ZCTA5 14607,16818,815,16001,776,817,285
8600000US14608,14608,ZCTA5 14608,12340,890,11157,838,1183,355
8600000US14609,14609,ZCTA5 14609,42860,1463,35812,1143,7048,900
8600000US14610,14610,ZCTA5 14610,14031,614,13202,570,829,351
8600000US14611,14611,ZCTA5 14611,17169,1134,15261,1095,1908,536
8600000US14612,14612,ZCTA5 14612,34118,928,32110,1029,2008,600
8600000US14613,14613,ZCTA5 14613,13380,924,10464,872,2916,637
8600000US14614,14614,ZCTA5 14614,1218,164,1043,190,175,95
8600000US14615,14615,ZCTA5 14615,16330,1089,14189,1082,2141,452
8600000US14616,14616,ZCTA5 14616,27605,1032,26054,1020,1551,394
8600000US14617,14617,ZCTA5 14617,22832,710,21453,731,1379,379
8600000US14618,14618,ZCTA5 14618,22955,792,22044,826,911,308
8600000US14619,14619,ZCTA5 14619,14353,895,13242,787,1111,337
8600000US14620,14620,ZCTA5 14620,24519,875,22912,942,1607,359
8600000US14621,14621,ZCTA5 14621,33814,1164,21715,1112,12099,838
8600000US14622,14622,ZCTA5 14622,12060,540,10589,530,1471,386
8600000US14623,14623,ZCTA5 14623,25952,838,24782,832,1170,353
8600000US14624,14624,ZCTA5 14624,36265,910,34536,939,1729,404
8600000US14625,14625,ZCTA5 14625,10026,418,9744,424,282,140
8600000US14626,14626,ZCTA5 14626,30769,970,29269,949,1500,346
8600000US14627,14627,ZCTA5 14627,2470,791,2318,793,152,57
8600000US14701,14701,ZCTA5 14701,39595,481,36852,656,2743,432
8600000US14706,14706,ZCTA5 14706,6235,262,6173,261,62,36
8600000US14707,14707,ZCTA5 14707,216,89,210,87,6,21
8600000US14708,14708,ZCTA5 14708,184,116,184,116,0,11
8600000US14709,14709,ZCTA5 14709,1492,165,1470,167,22,19
8600000US14710,14710,ZCTA5 14710,3233,288,3185,288,48,30
8600000US14711,14711,ZCTA5 14711,2072,257,2015,251,57,52
8600000US14712,14712,ZCTA5 14712,3333,252,3323,251,10,12
8600000US14714,14714,ZCTA5 14714,512,108,512,108,0,11
8600000US14715,14715,ZCTA5 14715,2913,273,2898,270,15,16
8600000US14716,14716,ZCTA5 14716,2845,252,2588,241,257,86
8600000US14717,14717,ZCTA5 14717,469,120,466,120,3,4
8600000US14718,14718,ZCTA5 14718,2257,311,2154,310,103,88
8600000US14719,14719,ZCTA5 14719,3325,292,3289,285,36,39
8600000US14720,14720,ZCTA5 14720,707,131,665,139,42,43
8600000US14721,14721,ZCTA5 14721,130,75,130,75,0,11
8600000US14722,14722,ZCTA5 14722,340,131,326,132,14,16
8600000US14723,14723,ZCTA5 14723,1123,135,1120,135,3,5
8600000US14724,14724,ZCTA5 14724,2497,248,2497,248,0,11
8600000US14726,14726,ZCTA5 14726,1902,322,1883,321,19,18
8600000US14727,14727,ZCTA5 14727,5114,252,5055,255,59,36
8600000US14728,14728,ZCTA5 14728,866,194,866,194,0,11
8600000US14729,14729,ZCTA5 14729,906,130,904,131,2,5
8600000US14731,14731,ZCTA5 14731,1246,165,1205,164,41,25
8600000US14732,14732,ZCTA5 14732,141,57,136,55,5,8
8600000US14733,14733,ZCTA5 14733,3960,403,3890,404,70,51
8600000US14735,14735,ZCTA5 14735,2879,264,2864,262,15,18
8600000US14736,14736,ZCTA5 14736,245,78,245,78,0,11
8600000US14737,14737,ZCTA5 14737,4312,221,4221,225,91,54
8600000US14738,14738,ZCTA5 14738,3437,162,3420,165,17,24
8600000US14739,14739,ZCTA5 14739,2677,308,2677,308,0,11
8600000US14740,14740,ZCTA5 14740,1255,162,1244,161,11,11
8600000US14741,14741,ZCTA5 14741,2081,251,2079,250,2,4
8600000US14742,14742,ZCTA5 14742,301,143,301,143,0,11
8600000US14743,14743,ZCTA5 14743,1743,251,1733,252,10,10
8600000US14744,14744,ZCTA5 14744,2186,351,2107,341,79,37
8600000US14747,14747,ZCTA5 14747,2268,228,2219,218,49,53
8600000US14748,14748,ZCTA5 14748,664,140,657,136,7,9
8600000US14750,14750,ZCTA5 14750,4373,215,4344,221,29,34
8600000US14752,14752,ZCTA5 14752,221,100,221,100,0,11
8600000US14753,14753,ZCTA5 14753,1105,153,1082,149,23,33
8600000US14754,14754,ZCTA5 14754,624,122,623,122,1,4
8600000US14755,14755,ZCTA5 14755,3178,238,3080,233,98,51
8600000US14756,14756,ZCTA5 14756,81,61,81,61,0,11
8600000US14757,14757,ZCTA5 14757,3345,226,3263,226,82,47
8600000US14760,14760,ZCTA5 14760,18207,318,18022,359,185,125
8600000US14767,14767,ZCTA5 14767,1938,185,1906,178,32,46
8600000US14769,14769,ZCTA5 14769,1020,248,1020,248,0,11
8600000US14770,14770,ZCTA5 14770,2648,243,2617,237,31,28
8600000US14772,14772,ZCTA5 14772,4025,230,3916,244,109,94
8600000US14774,14774,ZCTA5 14774,82,51,80,50,2,3
8600000US14775,14775,ZCTA5 14775,2477,269,2432,277,45,37
8600000US14777,14777,ZCTA5 14777,579,150,579,150,0,11
8600000US14778,14778,ZCTA5 14778,1423,215,1280,210,143,65
8600000US14779,14779,ZCTA5 14779,6849,211,6450,242,399,109
8600000US14781,14781,ZCTA5 14781,2188,275,2170,267,18,19
8600000US14782,14782,ZCTA5 14782,2558,295,2516,286,42,39
8600000US14783,14783,ZCTA5 14783,396,85,396,85,0,11
8600000US14784,14784,ZCTA5 14784,712,188,707,190,5,8
8600000US14787,14787,ZCTA5 14787,4858,85,4532,241,326,230
8600000US14788,14788,ZCTA5 14788,152,73,136,72,16,19
8600000US14801,14801,ZCTA5 14801,5529,258,5486,270,43,44
8600000US14802,14802,ZCTA5 14802,4224,232,3911,221,313,75
8600000US14803,14803,ZCTA5 14803,918,225,917,225,1,3
8600000US14804,14804,ZCTA5 14804,1296,135,1291,136,5,7
8600000US14805,14805,ZCTA5 14805,1146,242,1122,243,24,36
8600000US14806,14806,ZCTA5 14806,2108,264,2081,262,27,32
8600000US14807,14807,ZCTA5 14807,2895,227,2859,227,36,37
8600000US14808,14808,ZCTA5 14808,488,130,477,127,11,14
8600000US14809,14809,ZCTA5 14809,2331,244,2308,240,23,23
8600000US14810,14810,ZCTA5 14810,12299,389,12010,387,289,145
8600000US14812,14812,ZCTA5 14812,3071,265,3004,262,67,48
8600000US14813,14813,ZCTA5 14813,2519,239,2485,235,34,24
8600000US14814,14814,ZCTA5 14814,1731,396,1731,396,0,11
8600000US14815,14815,ZCTA5 14815,901,134,887,134,14,14
8600000US14816,14816,ZCTA5 14816,412,199,361,189,51,82
8600000US14817,14817,ZCTA5 14817,2411,319,2352,316,59,62
8600000US14818,14818,ZCTA5 14818,2199,354,2171,352,28,44
8600000US14819,14819,ZCTA5 14819,704,181,704,181,0,11
8600000US14820,14820,ZCTA5 14820,829,156,821,156,8,9
8600000US14821,14821,ZCTA5 14821,3011,287,2959,289,52,45
8600000US14822,14822,ZCTA5 14822,1292,367,1264,367,28,29
8600000US14823,14823,ZCTA5 14823,3673,186,3651,183,22,27
8600000US14824,14824,ZCTA5 14824,498,123,488,124,10,13
8600000US14825,14825,ZCTA5 14825,763,151,763,151,0,11
8600000US14826,14826,ZCTA5 14826,2016,210,1967,218,49,54
8600000US14827,14827,ZCTA5 14827,235,136,235,136,0,11
8600000US14830,14830,ZCTA5 14830,19653,445,19384,448,269,112
8600000US14836,14836,ZCTA5 14836,923,160,923,160,0,11
8600000US14837,14837,ZCTA5 14837,5752,270,5702,277,50,37
8600000US14838,14838,ZCTA5 14838,1938,168,1932,167,6,10
8600000US14839,14839,ZCTA5 14839,720,167,720,167,0,11
8600000US14840,14840,ZCTA5 14840,2829,205,2796,201,33,20
8600000US14841,14841,ZCTA5 14841,472,206,472,206,0,11
8600000US14842,14842,ZCTA5 14842,838,238,838,238,0,11
8600000US14843,14843,ZCTA5 14843,12919,228,12607,274,312,130
8600000US14845,14845,ZCTA5 14845,21065,609,20773,607,292,115
8600000US14846,14846,ZCTA5 14846,817,126,813,125,4,6
8600000US14847,14847,ZCTA5 14847,2372,199,2335,200,37,33
8600000US14850,14850,ZCTA5 14850,66021,820,62285,810,3736,267
8600000US14853,14853,ZCTA5 14853,2896,296,2736,292,160,63
8600000US14854,14854,ZCTA5 14854,30,25,30,25,0,11
8600000US14855,14855,ZCTA5 14855,1073,248,1069,248,4,5
8600000US14856,14856,ZCTA5 14856,219,255,219,255,0,11
8600000US14858,14858,ZCTA5 14858,1445,213,1438,214,7,7
8600000US14859,14859,ZCTA5 14859,842,174,825,176,17,21
8600000US14860,14860,ZCTA5 14860,1175,174,1165,172,10,10
8600000US14861,14861,ZCTA5 14861,1245,190,1245,190,0,11
8600000US14864,14864,ZCTA5 14864,1195,206,1127,208,68,86
8600000US14865,14865,ZCTA5 14865,2821,270,2804,270,17,20
8600000US14867,14867,ZCTA5 14867,5799,193,5601,256,198,168
8600000US14869,14869,ZCTA5 14869,1167,204,1163,205,4,6
8600000US14870,14870,ZCTA5 14870,9879,447,9661,429,218,131
8600000US14871,14871,ZCTA5 14871,5135,401,4916,380,219,163
8600000US14872,14872,ZCTA5 14872,672,151,667,151,5,10
8600000US14873,14873,ZCTA5 14873,2657,281,2559,241,98,78
8600000US14874,14874,ZCTA5 14874,276,75,276,75,0,11
8600000US14877,14877,ZCTA5 14877,395,89,395,89,0,11
8600000US14878,14878,ZCTA5 14878,504,105,488,106,16,13
8600000US14879,14879,ZCTA5 14879,2142,260,2106,259,36,36
8600000US14880,14880,ZCTA5 14880,1404,183,1390,180,14,20
8600000US14881,14881,ZCTA5 14881,263,185,263,185,0,11
8600000US14882,14882,ZCTA5 14882,4066,404,3850,390,216,143
8600000US14883,14883,ZCTA5 14883,4200,481,4079,458,121,91
8600000US14884,14884,ZCTA5 14884,219,48,218,48,1,2
8600000US14885,14885,ZCTA5 14885,772,128,771,129,1,3
8600000US14886,14886,ZCTA5 14886,7295,548,7170,534,125,77
8600000US14889,14889,ZCTA5 14889,1750,195,1721,200,29,30
8600000US14891,14891,ZCTA5 14891,4469,290,4302,296,167,77
8600000US14892,14892,ZCTA5 14892,8256,302,8092,288,164,95
8600000US14893,14893,ZCTA5 14893,6,8,6,8,0,11
8600000US14894,14894,ZCTA5 14894,1250,179,1243,178,7,8
8600000US14895,14895,ZCTA5 14895,9463,280,9404,278,59,36
8600000US14897,14897,ZCTA5 14897,766,139,764,139,2,5
8600000US14898,14898,ZCTA5 14898,2019,245,2019,245,0,11
8600000US14901,14901,ZCTA5 14901,16038,594,15259,603,779,166
8600000US14903,14903,ZCTA5 14903,7310,481,7260,495,50,44
8600000US14904,14904,ZCTA5 14904,15861,690,15087,713,774,321
8600000US14905,14905,ZCTA5 14905,8796,541,8601,556,195,127
